Publication Year,Document Title,ISSN,Journal Title,Volume,Issue,<1999,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Subtotal,>2024,Total
2014,Competition between multiple asymmetric networks: Theory and applications,1677187,International Journal of Industrial Organization,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,3,0,0,0,8,0,8
2014,R&D Cooperation with Entry,14636786,Manchester School,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,0,4
2014,Mismeasurement of pensions before and after retirement: The mystery of the disappearing pensions with implications for the importance of Social Security as a source of retirement support,14747472,Journal of Pension Economics and Finance,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2
2014,Complementary Alliances in Composite Good Markets with Network Structure,14636786,Manchester School,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2014,Factors behind the administrative fees of private pension systems: An international analysis,14747472,Journal of Pension Economics and Finance,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,5,0,5
2014,Evaluating the impact on saving of tax-favored retirement plans,14747472,Journal of Pension Economics and Finance,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,2,1,0,9,0,9
2014,Do affine jump-diffusion models require global calibration? Empirical studies from option markets,14697688,Quantitative Finance,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2
2014,Option pricing with realistic ARCH processes,14697688,Quantitative Finance,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,4,0,4
2014,Managerial delegation contracts under centralized unionization,1436570,Managerial and Decision Economics,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,2,8,0,8
2014,Robust binomial lattices for univariate and multivariate applications: choosing probabilities to match local densities,14697688,Quantitative Finance,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,2,8,0,8
2014,Pricing credit default swaps with bilateral value adjustments,14697688,Quantitative Finance,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2,2,0,0,8,0,8
2014,Bridge homogeneous volatility estimators,14697688,Quantitative Finance,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Non-parametric calibration of the local volatility surface for European options using a second-order Tikhonov regularization,14697688,Quantitative Finance,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,2,1,9,0,9
2014,"Ultimate controllers, ownership and the probability of insolvency in financially distressed firms",1436570,Managerial and Decision Economics,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,1,1,8,0,8
2014,Modeling the transition from enhanced oil recovery to geologic carbon sequestration,1436570,Managerial and Decision Economics,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2014,Robust risk measurement and model risk,14697688,Quantitative Finance,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,7,13,15,15,13,22,8,11,120,0,120
2014,Arbitrage-free SVI volatility surfaces,14697688,Quantitative Finance,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,5,10,8,8,12,15,15,89,0,89
2014,The role of quantitative and qualitative network effects in B2B platform competition,1436570,Managerial and Decision Economics,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,4,2,3,1,2,18,0,18
2014,Risk adjustments of option prices under time-changed dynamics,14697688,Quantitative Finance,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2014,Tradable permits vs ecological dumping when governments act non-cooperatively,307653,Oxford Economic Papers,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,1,2,9,0,9
2014,An analysis of the dynamics of activity and travel needs in response to social network evolution and life-cycle events: A structural equation model,9658564,Transportation Research Part A: Policy and Practice,59,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,7,7,9,6,5,8,5,2,61,0,61
2014,Scale manipulation in dictator games,1672681,Journal of Economic Behavior and Organization,97,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,1,0,8,0,8
2014,"Foreign direct investment, aid, and terrorism",307653,Oxford Economic Papers,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,10,19,20,20,12,14,22,138,0,138
2014,A new version of edgeworth's taxation paradox,307653,Oxford Economic Papers,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2014,The effect of abolishing university tuition costs: Evidence from Ireland,9275371,Labour Economics,26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,4,0,3,2,1,20,0,20
2014,Environmental taxes and economic growth: Evidence from panel causality tests,1409883,Energy Economics,42,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,5,12,10,7,8,15,20,23,112,0,112
2014,The precautionary savings motive and household savings,307653,Oxford Economic Papers,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,0,3,1,3,3,18,0,18
2014,Does laboratory trading mirror behavior in real world markets? Fair bargaining and competitive bidding on eBay,1672681,Journal of Economic Behavior and Organization,97,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,3,1,0,0,11,0,11
2014,Ingratiation: Experimental evidence,142921,European Economic Review,66,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,2,8,0,8
2014,The identification of the response of interest rates to monetary policy actions using market-based measures of monetary policy shocks,307653,Oxford Economic Papers,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,1,4,0,4,2,0,0,19,0,19
2014,On the properties of regression tests of stock return predictability using dividend-price ratios,14798417,Journal of Financial Econometrics,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Non-union worker representation, foreign owners, and the performance of establishments",307653,Oxford Economic Papers,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,3,3,3,0,15,0,15
2014,Heterogeneity and emotions in the valuation of non-use damages caused by oil spills,9218009,Ecological Economics,97,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,1,1,0,0,2,11,0,11
2014,Why corrupt governments may receive more foreign aid,307653,Oxford Economic Papers,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,1,5,3,3,1,5,31,0,31
2014,Does the market matter for more than investment?,9275398,Journal of Empirical Finance,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,5,0,5
2014,Announcements as an equilibrium selection device,307653,Oxford Economic Papers,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2
2014,The fair value of FX options. Do you get what you pay for?,14697688,Quantitative Finance,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2014,What promotes greater use of the corporate bond market? A study of the issuance behaviour of firms in Asia,307653,Oxford Economic Papers,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,0,1,1,3,2,15,0,15
2014,Urban sprawl occurrence under spatially varying agricultural amenities,1660462,Regional Science and Urban Economics,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,4,1,5,2,4,0,5,34,0,34
2014,Mergers and acquisitions in shipping,13665545,Transportation Research Part E: Logistics and Transportation Review,61,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,7,6,4,5,4,3,45,0,45
2014,Collective versus decentralized wage bargaining and the efficient allocation of resources,9275371,Labour Economics,26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,3
2014,Further evidence on the spatio-temporal model of house prices in the United States,10991255,Journal of Applied Econometrics,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,4,2,4,3,21,0,21
2014,Ranking opportunity sets on the basis of similarities of preferences: A proposal,1654896,Mathematical Social Sciences,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2014,Ethanol and trade: An analysis of price transmission in the US market,1409883,Energy Economics,42,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,7,0,7
2014,"Violence, trust, and trustworthiness: Evidence from a Nairobi slum",307653,Oxford Economic Papers,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,6,4,5,4,3,5,11,2,47,0,47
2014,A fair wage model of unemployment with inertia in fairness perceptions,307653,Oxford Economic Papers,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2014,The role of volatility regimes on volatility transmission patterns,14697688,Quantitative Finance,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,6,0,6
2014,"A multi-fuel, multi-sector and multi-region approach to index decomposition: An application to China's energy consumption 1995-2010",1409883,Energy Economics,42,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,10,6,8,4,3,6,1,5,51,0,51
2014,Should the US increase subsidies to R&D? Lessons from an endogenous growth theory,307653,Oxford Economic Papers,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,3,1,8,0,8
2014,Public capital in resource rich economies: Is there a curse?,307653,Oxford Economic Papers,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,5,5,12,9,11,14,13,76,0,76
2014,Productivity growth and volatility: How important are wage and price rigidities?,307653,Oxford Economic Papers,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,4,0,4
2014,A general unconstrained optimization formulation for the combined distribution and assignment problem,1912615,Transportation Research Part B: Methodological,59,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,3,1,2,12,0,12
2014,Political economics of higher education finance,307653,Oxford Economic Papers,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,0,2,0,11,0,11
2014,Counterparty risk externality: Centralized versus over-the-counter markets,220531,Journal of Economic Theory,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,11,6,6,10,14,9,5,8,83,0,83
2014,Liquidating illiquid collateral,220531,Journal of Economic Theory,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,1,1,2,0,1,11,0,11
2014,Including dynamic CO2 intensity with demand response,3014215,Energy Policy,65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,5,5,6,6,7,12,6,60,0,60
2014,Looting and risk shifting in banking crises,220531,Journal of Economic Theory,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,3,2,2,0,2,18,0,18
2014,Carbon tariffs and cooperative outcomes,3014215,Energy Policy,65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,4,3,8,2,7,4,8,45,1,46
2014,Optimal disclosure policy and undue diligence,220531,Journal of Economic Theory,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,5,1,2,3,1,3,2,26,0,26
2014,Prospect Theory and market quality,220531,Journal of Economic Theory,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,1,5,1,1,1,0,17,0,17
2014,Agency-based asset pricing,220531,Journal of Economic Theory,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,2,1,0,2,3,2,17,0,17
2014,Factors influencing the public intention to use renewable energy technologies in South Korea: Effects of the fukushima nuclear accident,3014215,Energy Policy,65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7,7,15,12,13,17,19,18,19,133,0,133
2014,"Real interest rates, leverage, and bank risk-taking",220531,Journal of Economic Theory,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,14,12,19,33,29,35,31,25,218,0,218
2014,"""Fracking"" controversy and communication: Using national survey data to understand public perceptions of hydraulic fracturing",3014215,Energy Policy,65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,48,62,64,58,55,28,16,15,15,400,0,400
2014,Energy security under de-carbonization scenarios: An assessment framework and evaluation under different technology and policy choices,3014215,Energy Policy,65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,15,9,23,18,10,17,10,13,14,143,0,143
2014,Advance information and asset prices,220531,Journal of Economic Theory,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,2,3,0,3,0,2,2,22,0,22
2014,"Money, financial stability and efficiency",220531,Journal of Economic Theory,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,4,8,2,0,4,3,7,35,0,35
2014,Sustainability assessment of electricity generation technologies using weighted multi-criteria decision analysis,3014215,Energy Policy,65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,14,18,21,30,23,29,22,14,17,197,1,198
2014,Competitive rational expectations equilibria without apology,220531,Journal of Economic Theory,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,3,3,1,17,0,17
2014,The fragility of short-term secured funding markets,220531,Journal of Economic Theory,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,3,1,0,2,3,2,0,17,0,17
2014,"The effects of carbon prices and anti-leakage policies on selected industrial sectors in spain - Cement, steel and oil refining",3014215,Energy Policy,65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,1,1,2,11,0,11
2014,The power of biomass: Experts disclose the potential for success of bioenergy technologies,3014215,Energy Policy,65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,3,4,1,6,0,1,2,27,0,27
2014,The implementation of clean development mechanism (CDM) in the construction and built environment industry,3014215,Energy Policy,65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,2,3,1,2,2,19,0,19
2014,House price dynamics with dispersed information,220531,Journal of Economic Theory,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,1,2,3,3,3,2,1,23,0,23
2014,Introduction to financial economics,220531,Journal of Economic Theory,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,5,0,5
2014,Public acceptance of marine renewable energy in Malaysia,3014215,Energy Policy,65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,3,6,3,4,1,2,1,1,30,0,30
2014,The future of the european electricity system and the impact of fluctuating renewable energy - A scenario analysis,3014215,Energy Policy,65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,13,8,7,10,8,15,9,6,97,0,97
2014,Valuing insurance services emerging from a gene bank: The case of the Greek Gene Bank,9218009,Ecological Economics,97,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,0,4
2014,"Multilateral adjustment, regime switching and real exchange rate dynamics",10629408,North American Journal of Economics and Finance,27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3
2014,Sustainable agriculture in the Blue Nile Basin: Land and watershed management practices in Ethiopia,14697998,Environment and Development Economics,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,2,8,0,8
2014,On the lower arbitrage bound of american contingent claims,14679965,Mathematical Finance,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2014,Production-based versus consumption-based emission targets: Implications for developing and developed economies,14697998,Environment and Development Economics,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,3
2014,Rethinking dynamic capital structure models with roll-over debt,9601627,Mathematical Finance,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,5,0,5
2014,The design of coastal shipping services subject to carbon emission reduction targets and state subsidy levels,13665545,Transportation Research Part E: Logistics and Transportation Review,61,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,2,7,4,5,2,5,4,5,44,0,44
2014,When energy storage reduces social welfare,1409883,Energy Economics,41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,4,8,9,9,6,7,12,5,68,0,68
2014,Pricing foreign equity options with regime-switching,2649993,Economic Modelling,37,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,1,7,3,20,0,20
2014,"Associations among household characteristics, vehicle characteristics and emissions failures: An application of targeted marketing data",9658564,Transportation Research Part A: Policy and Practice,59,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,2,0,1,0,8,0,8
2014,Game call options revisited,9601627,Mathematical Finance,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,4,1,2,1,1,13,0,13
2014,Hotzone identification with GIS-based post-network screening analysis,9666923,Journal of Transport Geography,34,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,3,4,3,8,5,6,4,42,0,42
2014,A novel hybrid-link-based container routing model,13665545,Transportation Research Part E: Logistics and Transportation Review,61,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,1,0,1,2,3,0,0,18,0,18
2014,The strategic reallocation of IPO shares,3784266,Journal of Banking and Finance,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,1,1,2,0,10,0,10
2014,Spatial patterns of organic agriculture adoption: Evidence from Honduras,9218009,Ecological Economics,97,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,13,11,12,16,27,19,30,14,149,0,149
2014,Rapid capacity expansions and failure: A trap for new airline entrants?,13665545,Transportation Research Part E: Logistics and Transportation Review,61,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,3
2014,Unexpected consequences of ricardian expectations-erratum,1467999X,Metroeconomica,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Time-consistent and market-consistent evaluations,9601627,Mathematical Finance,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,6,3,8,4,4,6,36,0,36
2014,Long-Period positions in multi-sectoral cobb-douglas economies,1467999X,Metroeconomica,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2014,The Role of the EU in Shaping FDI Flows to East Central Europe,219886,Journal of Common Market Studies,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,11,5,6,8,9,5,6,4,67,0,67
2014,Residential location and daily travel distances: The influence of trip purpose,9666923,Journal of Transport Geography,34,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,3,4,7,7,11,7,3,5,55,0,55
2014,Oil price risk exposure: The case of the U.S. Travel and Leisure Industry,1409883,Energy Economics,41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,2,4,2,5,8,8,2,41,0,41
2014,Experiences from the Swedish Value of Time study,9658564,Transportation Research Part A: Policy and Practice,59,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,12,10,14,15,7,10,15,7,110,0,110
2014,The Political Economy of State Capture in Central Europe,219886,Journal of Common Market Studies,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,9,10,16,24,21,12,15,23,153,0,153
2014,International cross-listing and price discovery under trading concentration in the domestic market: Evidence from Japanese shares,9275398,Journal of Empirical Finance,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,1,4,1,1,1,18,0,18
2014,Sequential city growth in the US: Does age matter?,1660462,Regional Science and Urban Economics,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,3,2,0,0,5,0,17,0,17
2014,"Residential satisfaction close to highways: The impact of accessibility, nuisances and highway adjustment projects",9658564,Transportation Research Part A: Policy and Practice,59,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,3,2,6,5,6,3,5,38,0,38
2014,Corporate effective tax rates in Asian countries,9221425,Japan and the World Economy,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,2,2,1,11,0,11
2014,"Money, Margins and the Motors of Politics: The EU and the Development of Party Politics in Central and Eastern Europe",219886,Journal of Common Market Studies,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6,6,2,6,4,4,1,2,0,38,0,38
2014,Arbitrage-free bilateral counterparty risk valuation under collateralization and application to credit default swaps,9601627,Mathematical Finance,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,9,6,3,9,7,6,5,5,64,0,64
2014,No-arbitrage pricing under systemic risk: Accounting for cross-ownership,9601627,Mathematical Finance,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,3,2,5,2,4,2,25,0,25
2014,Giving birds a starting date: The curious social solution to a water resource issue in the U.S. West,9218009,Ecological Economics,97,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2
2014,Modeling and optimizing the integrated problem of closed-loop supply chain network design and disassembly line balancing,13665545,Transportation Research Part E: Logistics and Transportation Review,61,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,15,21,16,24,17,17,8,7,146,0,146
2014,The effect of urbanization on CO2 emissions in emerging economies,1409883,Energy Economics,41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,21,25,34,74,62,94,113,110,72,621,1,622
2014,EU Leverage and National Interests in the Balkans: The Puzzles of Enlargement Ten Years On,219886,Journal of Common Market Studies,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8,16,14,8,7,6,10,13,4,102,0,102
2014,Post-Accession Policy-Making in Bulgaria and Romania: Can Non-state Actors Use EU Rules to Promote Better Governance?,219886,Journal of Common Market Studies,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,7,4,9,7,9,3,3,3,59,0,59
2014,A regression discontinuity analysis of graduation standards and their impact on students' academic trajectories,2727757,Economics of Education Review,38,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,4,0,4
2014,Distributive effects of new highway infrastructure in the Netherlands: The role of network effects and spatial spillovers,9666923,Journal of Transport Geography,34,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,5,4,3,5,2,29,0,29
2014,Detecting the presence of depensation in collapsed fisheries: The case of the Northern cod stock,9218009,Ecological Economics,97,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,1,1,0,0,0,8,0,8
2014,Borch's Theorem from the perspective of comonotonicity,1676687,Insurance: Mathematics and Economics,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0,3
2014,Overcoming 'Economic Backwardness' in the European Union,219886,Journal of Common Market Studies,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,9,3,1,4,2,1,1,1,33,0,33
2014,A method for pricing american options using semi-infinite linear programming,9601627,Mathematical Finance,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,5,0,5
2014,European Union Governance towards the Eastern Neigbourhood: Transcending or Redrawing Europe's East-West Divide?,219886,Journal of Common Market Studies,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,9,3,2,3,0,0,0,3,32,0,32
2014,Eastern Enlargement Ten Years On: Transcending the East-West Divide?,219886,Journal of Common Market Studies,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,11,14,8,7,9,5,6,7,9,95,0,95
2014,Mean-variance portfolio optimization with state-dependent risk aversion,9601627,Mathematical Finance,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,17,23,26,21,32,44,45,33,40,22,320,1,321
2014,Braess paradox and robustness of traffic networks under stochastic user equilibrium,13665545,Transportation Research Part E: Logistics and Transportation Review,61,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,4,2,5,2,4,2,4,1,30,0,30
2014,"The cross-section of returns, benchmark model parameters, and idiosyncratic volatility of nuclear energy firms after Fukushima Daiichi",1409883,Energy Economics,41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,2,7,1,1,6,23,0,23
2014,On the periodicity of traffic oscillations and capacity drop: The role of driver characteristics,1912615,Transportation Research Part B: Methodological,59,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,6,3,6,10,7,10,17,9,82,0,82
2014,Do oil prices predict economic growth? New global evidence,1409883,Energy Economics,41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,8,8,6,10,14,18,14,13,7,107,0,107
2014,The EU Factor in Fat Times and in Lean: Did the EU Amplify the Boom and Soften the Bust?,219886,Journal of Common Market Studies,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,6,4,6,3,3,2,3,1,47,0,47
2014,Anchoring Democracy from Above? The European Union and Democratic Backsliding in Hungary and Romania after Accession,219886,Journal of Common Market Studies,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,13,20,23,22,18,32,22,15,12,201,0,201
2014,The influence of light rail transit on transit use: An exploration of station area residents along the Hiawatha line in Minneapolis,9658564,Transportation Research Part A: Policy and Practice,59,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,4,4,8,9,6,7,6,10,64,0,64
2014,Volatility and welfare,1651889,Journal of Economic Dynamics and Control,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,3,8,2,3,6,4,35,0,35
